"movie"	"profane"	"word"	"minutes_in"	"year"
"Reservoir Dogs"	TRUE	"shit"	87.06	1992
"Reservoir Dogs"	TRUE	"fuck"	87.73	1992
"Reservoir Dogs"	FALSE	NA	88.06	1992
"Reservoir Dogs"	TRUE	"hell"	88.38	1992
"Reservoir Dogs"	TRUE	"shit"	88.45	1992
"Reservoir Dogs"	TRUE	"fucking"	88.76	1992
"Reservoir Dogs"	TRUE	"fucking"	89.38	1992
"Reservoir Dogs"	TRUE	"fucking"	89.45	1992
"Reservoir Dogs"	TRUE	"fucking"	89.48	1992
"Reservoir Dogs"	TRUE	"fucking"	89.95	1992
"Reservoir Dogs"	TRUE	"hell"	90.1	1992
"Reservoir Dogs"	TRUE	"bullshit"	90.15	1992
"Reservoir Dogs"	TRUE	"hell"	90.3	1992
"Reservoir Dogs"	TRUE	"fuck"	90.36	1992
"Reservoir Dogs"	TRUE	"shit"	90.4	1992
"Reservoir Dogs"	TRUE	"fucking"	90.5	1992
"Reservoir Dogs"	TRUE	"fucking"	90.75	1992
"Reservoir Dogs"	TRUE	"shit"	90.88	1992
"Reservoir Dogs"	TRUE	"cocksucker"	90.91	1992
"Reservoir Dogs"	TRUE	"fucking"	91.15	1992
"Reservoir Dogs"	TRUE	"fucking"	91.35	1992
"Reservoir Dogs"	TRUE	"fucking"	91.48	1992
"Reservoir Dogs"	TRUE	"fucking"	91.75	1992
"Reservoir Dogs"	TRUE	"fucking"	91.96	1992
"Reservoir Dogs"	TRUE	"fucking"	92.01	1992
"Reservoir Dogs"	TRUE	"goddamn"	92.05	1992
"Reservoir Dogs"	TRUE	"fucking"	92.13	1992
"Reservoir Dogs"	FALSE	NA	92.15	1992
"Reservoir Dogs"	FALSE	NA	92.15	1992
"Reservoir Dogs"	TRUE	"fucking"	94.73	1992
"Reservoir Dogs"	TRUE	"fucking"	94.75	1992
"Reservoir Dogs"	TRUE	"fucking"	94.83	1992
"Reservoir Dogs"	TRUE	"fucking"	94.9	1992
"Reservoir Dogs"	TRUE	"fucking"	95.21	1992
